round,loss,acc,f1,auc
1,0.6604240275919437,nan,nan,nan
2,0.6436028927564621,nan,nan,nan
3,0.6373746693134308,nan,nan,nan
4,0.6308089978992939,nan,nan,nan
5,0.6290140450000763,nan,nan,nan
6,0.6480454988777637,nan,nan,nan
7,0.6325616240501404,nan,nan,nan
8,0.6268238238990307,nan,nan,nan
9,0.6815162934362888,nan,nan,nan
10,0.7395449094474316,nan,nan,nan
